Employee_ID,Name,Department,Gender,Age,Experience_Years,Salary,Performance_Score,Attendance_Percent,City
901,Sara Ahmed,IT,Female,36.0,17,64293.0,,77.0,Islamabad
902,Sana Iqbal,Finance,Male,53.0,22,159650.0,3.4,86.0,Quetta
903,Nida Malik,Finance,Male,25.0,18,111586.0,2.0,65.0,Peshawar
904,Hina Shah,HR,Female,24.0,6,237076.0,4.9,93.0,Lahore
905,Usman Ali,IT,Female,59.0,34,146896.0,2.6,64.0,Lahore
906,Hina Shah,Sales,Female,48.0,19,175301.0,3.6,71.0,Quetta
907,Ali Khan,Sales,Female,54.0,19,93474.0,3.9,88.0,Quetta
908,Usman Ali,Marketing,Male,37.0,18,139461.0,2.7,96.0,Quetta
909,Faizan Ahmed,Finance,Female,59.0,15,198958.0,3.1,71.0,Karachi
910,Sana Iqbal,Finance,Female,49.0,20,169947.0,2.0,84.0,Karachi
911,Nida Malik,IT,Female,34.0,28,146007.0,2.9,93.0,Lahore
912,Sara Ahmed,Operations,Male,34.0,23,87742.0,2.2,70.0,Quetta
913,Ali Khan,Sales,Male,35.0,28,125731.0,3.2,82.0,Multan
914,Nida Malik,,Female,52.0,30,115276.0,3.7,83.0,Multan
915,Nasir Khan,IT,Female,29.0,11,104686.0,3.5,77.0,Karachi
916,Faizan Ahmed,Finance,Female,38.0,29,165773.0,4.1,69.0,Lahore
917,Nida Malik,Sales,Female,56.0,3,205193.0,1.2,64.0,Islamabad
918,Faizan Ahmed,Marketing,Male,22.0,29,48291.0,1.3,90.0,Multan
919,Faizan Ahmed,HR,Female,55.0,4,49116.0,1.8,84.0,Quetta
920,Hina Shah,Sales,Male,23.0,15,,4.9,,Karachi
921,Zainab Ali,,Female,30.0,26,38672.0,4.2,87.0,Lahore
922,Nasir Khan,IT,Female,52.0,3,39508.0,4.7,60.0,Quetta
923,Ali Khan,HR,Male,47.0,7,119204.0,2.1,61.0,Lahore
924,Nida Malik,Marketing,Female,51.0,7,134306.0,3.3,99.0,Islamabad
925,Ayesha Noor,Marketing,Female,35.0,16,231000.0,3.2,61.0,Multan
926,Ali Khan,Finance,Female,28.0,2,194008.0,3.3,86.0,Lahore
927,Zainab Ali,Operations,Female,30.0,26,202262.0,3.9,67.0,Lahore
928,Ali Khan,Sales,Male,25.0,33,,2.6,86.0,Islamabad
929,Imran Raza,,Female,46.0,20,153686.0,3.7,96.0,Peshawar
930,Ayesha Noor,HR,Female,31.0,23,230418.0,4.2,76.0,Quetta
931,Zainab Ali,Operations,Male,41.0,28,207936.0,2.2,63.0,Islamabad
932,Hina Shah,Marketing,Female,59.0,5,128258.0,4.8,,Multan
933,Nida Malik,,Male,56.0,13,120386.0,3.1,90.0,Islamabad
934,Sana Iqbal,Operations,Female,40.0,13,203731.0,3.9,64.0,Multan
935,Bilal Khan,Sales,Female,52.0,23,,3.9,84.0,Quetta
936,Zainab Ali,HR,Female,36.0,12,168996.0,3.3,87.0,Multan
937,Sara Ahmed,IT,Male,48.0,0,237631.0,,78.0,Lahore
938,Nida Malik,Finance,Male,59.0,11,,3.7,,Karachi
939,Nasir Khan,HR,Female,29.0,23,155363.0,1.3,82.0,Quetta
940,Zainab Ali,IT,Male,37.0,19,184540.0,4.9,95.0,Islamabad
941,Imran Raza,Finance,Female,32.0,5,184451.0,1.7,72.0,Lahore
942,Bilal Khan,HR,Male,46.0,11,217726.0,2.1,76.0,Multan
943,Imran Raza,HR,Female,29.0,20,116465.0,4.8,89.0,Peshawar
944,Bilal Khan,Operations,Male,,2,127543.0,1.7,82.0,Lahore
945,Nasir Khan,Finance,Female,22.0,26,,1.7,62.0,Karachi
946,Sana Iqbal,HR,Male,41.0,16,210327.0,4.2,72.0,Lahore
947,Sara Ahmed,Marketing,Male,46.0,14,172736.0,2.0,91.0,Karachi
948,Nida Malik,Finance,Male,22.0,3,38633.0,1.4,,Peshawar
949,Hina Shah,HR,Male,52.0,16,69337.0,,61.0,Peshawar
950,Imran Raza,Operations,Female,21.0,10,29932.0,4.6,62.0,Lahore
951,Imran Raza,IT,Female,30.0,11,41205.0,2.1,88.0,Quetta
952,Faizan Ahmed,IT,Male,29.0,31,110470.0,3.8,69.0,Quetta
953,Bilal Khan,Marketing,Female,58.0,26,76111.0,2.6,79.0,Quetta
954,Usman Ali,Finance,Male,52.0,26,74541.0,2.0,93.0,Multan
955,Sana Iqbal,Operations,Female,26.0,28,95719.0,1.6,74.0,Multan
956,Nida Malik,HR,Male,34.0,8,110787.0,,99.0,Peshawar
957,Bilal Khan,HR,Female,45.0,2,176816.0,3.1,60.0,Karachi
958,Faizan Ahmed,IT,Female,,28,158125.0,1.5,85.0,Multan
959,Ali Khan,Operations,Male,57.0,20,156060.0,1.8,91.0,Multan
960,Bilal Khan,Marketing,Male,46.0,34,128312.0,2.6,61.0,Islamabad
961,Hina Shah,IT,Male,58.0,9,164431.0,3.2,91.0,Lahore
962,Nida Malik,IT,Male,26.0,22,137994.0,1.7,,Multan
963,Sana Iqbal,Marketing,Male,20.0,24,146004.0,2.1,79.0,Multan
964,Faizan Ahmed,Finance,Female,29.0,23,136441.0,4.1,82.0,Karachi
965,Ali Khan,HR,Male,40.0,19,59934.0,2.7,71.0,Islamabad
966,Ayesha Noor,Finance,Female,34.0,14,65874.0,1.0,,Peshawar
967,Faizan Ahmed,Operations,Male,49.0,20,89737.0,1.2,78.0,Islamabad
968,Ayesha Noor,Sales,Female,49.0,11,168533.0,2.8,69.0,Peshawar
969,Nida Malik,Sales,Female,27.0,17,,1.2,78.0,Peshawar
970,Imran Raza,Sales,Male,43.0,22,211496.0,1.7,,Multan
971,Faizan Ahmed,Marketing,Male,38.0,28,46566.0,3.9,83.0,Multan
972,Sara Ahmed,IT,Female,22.0,4,70006.0,2.9,68.0,Multan
973,Ayesha Noor,Finance,Female,34.0,25,118052.0,,88.0,Karachi
974,Hina Shah,HR,Male,55.0,10,83641.0,3.4,,Quetta
975,Sara Ahmed,Sales,Female,25.0,10,125949.0,4.2,96.0,Quetta
976,Zainab Ali,Finance,Female,37.0,17,137849.0,1.6,87.0,Karachi
977,Zainab Ali,Sales,Female,57.0,11,71064.0,1.7,62.0,Lahore
978,Ali Khan,Sales,Female,38.0,15,75368.0,1.5,82.0,Peshawar
979,Sana Iqbal,HR,Female,49.0,26,122005.0,4.7,63.0,Lahore
980,Imran Raza,Operations,Female,32.0,16,226235.0,3.3,73.0,Peshawar
981,Nida Malik,Operations,Male,58.0,20,,,97.0,Multan
982,Faizan Ahmed,Operations,Male,31.0,30,124509.0,1.9,72.0,Peshawar
983,Usman Ali,Marketing,Male,53.0,34,97239.0,3.9,87.0,Multan
984,Hina Shah,IT,Male,31.0,26,107147.0,1.1,98.0,Quetta
985,Ayesha Noor,Marketing,Female,43.0,22,207837.0,3.9,79.0,Quetta
986,Nida Malik,Finance,Male,23.0,31,59904.0,4.6,87.0,Peshawar
987,Sara Ahmed,Marketing,Female,55.0,16,179767.0,1.2,91.0,Multan
988,Nasir Khan,Finance,Female,33.0,10,135227.0,1.7,73.0,Quetta
989,Zainab Ali,Finance,Male,36.0,0,219277.0,1.0,72.0,Quetta
990,Nasir Khan,IT,Male,22.0,27,163030.0,1.4,70.0,Multan
991,Hina Shah,HR,Female,57.0,17,107169.0,3.5,97.0,Islamabad
992,Usman Ali,IT,Male,42.0,19,158344.0,1.2,98.0,Islamabad
993,Faizan Ahmed,,Male,32.0,6,216366.0,2.7,74.0,Multan
994,Ali Khan,Operations,Female,28.0,15,112958.0,3.0,,Peshawar
995,Usman Ali,Marketing,Female,40.0,22,28018.0,4.6,62.0,Quetta
996,Hina Shah,Finance,Female,,31,234568.0,2.9,64.0,Islamabad
997,Usman Ali,Sales,Female,36.0,16,223823.0,1.6,87.0,Lahore
998,Hina Shah,Sales,Female,35.0,18,108716.0,2.2,74.0,Peshawar
999,Hina Shah,Finance,Female,35.0,33,175700.0,3.7,62.0,Peshawar
1000,Bilal Khan,IT,Male,47.0,13,237478.0,1.4,94.0,Lahore
1001,Ayesha Noor,HR,Male,35.0,2,213270.0,1.9,66.0,Peshawar
1002,Nasir Khan,IT,Male,33.0,24,25296.0,5.0,89.0,Quetta
1003,Zainab Ali,Finance,Female,,10,39578.0,,83.0,Islamabad
1004,Bilal Khan,Finance,Female,39.0,14,169626.0,1.6,90.0,Karachi
1005,Faizan Ahmed,HR,Male,53.0,18,46585.0,4.4,73.0,Islamabad
1006,Bilal Khan,Marketing,Male,48.0,14,59225.0,1.4,75.0,Multan
1007,Imran Raza,Marketing,Male,22.0,14,159618.0,1.1,63.0,Lahore
1008,Imran Raza,HR,Female,29.0,14,71622.0,,62.0,Karachi
1009,Zainab Ali,Marketing,Male,39.0,8,,3.8,94.0,Multan
1010,Usman Ali,Sales,Male,21.0,4,183775.0,,68.0,Multan
1011,Ayesha Noor,Marketing,Male,46.0,18,150188.0,3.4,63.0,Quetta
1012,Zainab Ali,Marketing,Female,51.0,23,159736.0,1.5,78.0,Quetta
1013,Hina Shah,,Male,29.0,28,116701.0,1.7,83.0,Islamabad
1014,Sara Ahmed,Sales,Male,59.0,4,187171.0,3.2,70.0,Peshawar
1015,Ayesha Noor,Marketing,Female,36.0,21,107015.0,3.9,74.0,Multan
1016,Sana Iqbal,,Female,52.0,12,78084.0,3.7,95.0,Peshawar
1017,Nasir Khan,Sales,Female,25.0,28,198391.0,3.3,90.0,Lahore
1018,Ayesha Noor,HR,Female,58.0,15,146600.0,4.9,67.0,Peshawar
1019,Hina Shah,IT,Female,37.0,16,31140.0,,61.0,Quetta
1020,Hina Shah,HR,Male,28.0,19,206963.0,1.7,62.0,Karachi
1021,Ali Khan,IT,Male,27.0,13,239344.0,4.4,62.0,Multan
1022,Zainab Ali,HR,Female,44.0,5,221079.0,2.2,80.0,Islamabad
1023,Hina Shah,,Female,50.0,21,144612.0,2.3,71.0,Islamabad
1024,Imran Raza,IT,Female,23.0,8,47141.0,3.2,73.0,Islamabad
1025,Faizan Ahmed,IT,Female,39.0,31,206766.0,2.5,82.0,Peshawar
1026,Sara Ahmed,Finance,Male,47.0,23,46628.0,,,Karachi
1027,Nasir Khan,IT,Male,,32,137398.0,4.7,75.0,Peshawar
1028,Zainab Ali,IT,Female,20.0,12,183315.0,1.5,76.0,Peshawar
1029,Nida Malik,Finance,Female,59.0,34,88747.0,2.6,77.0,Multan
1030,Imran Raza,Marketing,Female,42.0,5,238822.0,1.0,72.0,Quetta
1031,Sana Iqbal,Marketing,Female,32.0,29,108525.0,4.2,85.0,Multan
1032,Usman Ali,Finance,Male,35.0,15,,1.7,99.0,Quetta
1033,Hina Shah,Sales,Female,45.0,0,90198.0,4.1,98.0,Multan
1034,Nida Malik,IT,Female,50.0,17,150627.0,1.6,90.0,Multan
1035,Hina Shah,IT,Male,20.0,21,69770.0,2.7,99.0,Peshawar
1036,Ayesha Noor,Finance,Female,36.0,25,164009.0,3.9,76.0,Multan
1037,Imran Raza,Finance,Male,35.0,13,212076.0,2.1,91.0,Lahore
1038,Ayesha Noor,Sales,Female,56.0,13,70618.0,2.3,60.0,Lahore
1039,Ali Khan,Operations,Female,29.0,25,129820.0,3.7,94.0,Lahore
1040,Ayesha Noor,Marketing,Male,57.0,22,238213.0,,95.0,Multan
1041,Ali Khan,HR,Female,50.0,1,78103.0,4.8,78.0,Peshawar
1042,Sana Iqbal,Operations,Male,29.0,6,246714.0,,87.0,Karachi
1043,Ali Khan,Marketing,Male,53.0,21,31493.0,4.0,61.0,Lahore
1044,Nida Malik,IT,Male,25.0,27,123038.0,4.2,88.0,Quetta
1045,Hina Shah,Operations,Female,47.0,19,50957.0,2.5,88.0,Islamabad
1046,Usman Ali,Finance,Female,47.0,17,160189.0,1.6,78.0,Islamabad
1047,Nasir Khan,Sales,Male,32.0,23,124057.0,1.7,,Peshawar
1048,Ayesha Noor,Marketing,Female,31.0,32,37501.0,4.9,93.0,Islamabad
1049,Nasir Khan,Sales,Female,59.0,25,157260.0,3.9,90.0,Peshawar
1050,Imran Raza,Marketing,Female,,18,203315.0,2.8,96.0,Islamabad
1051,Ali Khan,Operations,Male,27.0,12,188185.0,2.0,78.0,Karachi
1052,Hina Shah,IT,Male,28.0,9,81639.0,1.1,91.0,Karachi
1053,Sara Ahmed,HR,Female,27.0,13,91332.0,3.7,88.0,Karachi
1054,Zainab Ali,Sales,Male,22.0,8,236444.0,4.8,68.0,Karachi
1055,Nida Malik,Sales,Female,28.0,10,95681.0,1.4,66.0,Lahore
1056,Usman Ali,HR,Female,32.0,2,211901.0,4.0,71.0,Quetta
1057,Bilal Khan,Sales,Female,28.0,11,206084.0,1.6,90.0,Karachi
1058,Nida Malik,Sales,Male,50.0,34,127475.0,4.2,77.0,Multan
1059,Sana Iqbal,Marketing,Male,44.0,31,229783.0,2.5,87.0,Lahore
1060,Sara Ahmed,Marketing,Female,27.0,13,92050.0,3.8,80.0,Peshawar
1061,Zainab Ali,HR,Male,50.0,0,40451.0,4.7,68.0,Islamabad
1062,Sara Ahmed,IT,Female,50.0,26,128240.0,3.5,93.0,Islamabad
1063,Ayesha Noor,Operations,Male,,0,77086.0,,93.0,Lahore
1064,Ali Khan,Operations,Male,38.0,28,73393.0,,83.0,Multan
1065,Usman Ali,Sales,Male,22.0,23,149463.0,4.9,75.0,Multan
1066,Faizan Ahmed,IT,Female,49.0,16,238490.0,4.5,87.0,Islamabad
1067,Ali Khan,HR,Female,29.0,34,101969.0,1.4,,Multan
1068,Faizan Ahmed,HR,Female,48.0,30,26369.0,2.7,65.0,Karachi
1069,Nasir Khan,Marketing,Male,59.0,31,39068.0,4.7,97.0,Islamabad
1070,Zainab Ali,Sales,Female,37.0,18,149131.0,1.3,70.0,Karachi
1071,Hina Shah,Finance,Female,31.0,30,197730.0,2.8,63.0,Karachi
1072,Bilal Khan,HR,Female,42.0,19,33116.0,3.9,73.0,Islamabad
1073,Imran Raza,Sales,Female,30.0,27,199759.0,1.1,72.0,Lahore
1074,Ali Khan,IT,Male,28.0,2,248434.0,4.0,74.0,Peshawar
1075,Usman Ali,,Male,43.0,31,68453.0,2.4,67.0,Lahore
1076,Sana Iqbal,Operations,Female,44.0,21,187309.0,2.0,83.0,Quetta
1077,Sana Iqbal,IT,Male,44.0,14,161436.0,3.3,70.0,Quetta
1078,Sara Ahmed,HR,Male,28.0,18,221698.0,3.2,,Karachi
1079,Usman Ali,HR,Male,31.0,30,102622.0,,84.0,Karachi
1080,Zainab Ali,IT,Male,30.0,25,101925.0,3.7,82.0,Lahore
1081,Nasir Khan,HR,Male,57.0,4,172927.0,2.7,66.0,Lahore
1082,Faizan Ahmed,Sales,Female,47.0,19,117920.0,3.6,64.0,Karachi
1083,Sara Ahmed,HR,Male,27.0,1,209706.0,4.0,,Multan
1084,Sana Iqbal,Marketing,Female,29.0,20,210350.0,4.7,87.0,Peshawar
1085,Imran Raza,Sales,Female,44.0,27,157183.0,3.8,62.0,Peshawar
1086,Imran Raza,Finance,Female,55.0,19,83251.0,3.2,89.0,Quetta
1087,Ali Khan,HR,Male,28.0,10,216330.0,2.5,64.0,Multan
1088,Zainab Ali,HR,Male,27.0,2,167480.0,4.6,,Peshawar
1089,Hina Shah,Marketing,Male,22.0,19,180074.0,4.2,79.0,Islamabad
1090,Sana Iqbal,Marketing,Male,37.0,31,108274.0,1.3,89.0,Karachi
1091,Zainab Ali,Operations,Female,54.0,24,131181.0,3.8,81.0,Lahore
1092,Nasir Khan,IT,Female,36.0,20,,,81.0,Karachi
1093,Faizan Ahmed,IT,Female,55.0,15,101963.0,1.4,97.0,Islamabad
1094,Usman Ali,IT,Male,,0,232504.0,3.3,88.0,Peshawar
1095,Sana Iqbal,Marketing,Female,34.0,22,92925.0,1.8,80.0,Karachi
1096,Imran Raza,IT,Female,38.0,23,40360.0,3.8,77.0,Islamabad
1097,Usman Ali,IT,Female,41.0,24,127379.0,2.1,70.0,Multan
1098,Usman Ali,Finance,Male,,6,155167.0,1.6,69.0,Peshawar
1099,Usman Ali,IT,Female,26.0,34,249834.0,1.3,94.0,Quetta
1100,Imran Raza,HR,Female,28.0,13,172919.0,3.0,85.0,Multan
1101,Nasir Khan,Operations,Male,39.0,8,151818.0,1.8,63.0,Quetta
1102,Nida Malik,Marketing,Female,56.0,2,72565.0,4.4,69.0,Quetta
1103,Ayesha Noor,Sales,Male,30.0,19,42456.0,1.0,98.0,Multan
1104,Faizan Ahmed,Operations,Female,21.0,32,95982.0,4.4,75.0,Islamabad
1105,Nida Malik,Finance,Male,41.0,31,238465.0,3.1,89.0,Islamabad
1106,Faizan Ahmed,Marketing,Male,55.0,25,124242.0,4.7,62.0,Lahore
1107,Sara Ahmed,Marketing,Male,24.0,4,105239.0,1.8,93.0,Lahore
1108,Zainab Ali,HR,Female,26.0,29,239302.0,1.4,84.0,Quetta
1109,Zainab Ali,Operations,Female,25.0,16,64959.0,3.5,97.0,Karachi
1110,Bilal Khan,Operations,Male,41.0,5,40058.0,3.8,95.0,Peshawar
1111,Zainab Ali,IT,Male,29.0,14,207564.0,2.5,63.0,Lahore
1112,Imran Raza,HR,Male,59.0,0,77672.0,1.1,69.0,Peshawar
1113,Hina Shah,IT,Male,39.0,12,225664.0,2.6,72.0,Multan
1114,Ali Khan,IT,Male,47.0,33,103391.0,,65.0,Karachi
1115,Bilal Khan,Marketing,Male,42.0,29,81849.0,,66.0,Quetta
1116,Ali Khan,Operations,Male,54.0,18,218385.0,3.0,87.0,Peshawar
1117,Faizan Ahmed,IT,Male,20.0,1,179560.0,3.8,,Multan
1118,Ali Khan,Finance,Male,48.0,11,,4.9,74.0,Quetta
1119,Ali Khan,Finance,Male,28.0,23,244724.0,1.6,89.0,Peshawar
1120,Bilal Khan,Operations,Male,,10,123563.0,3.7,99.0,Karachi
1121,Sara Ahmed,Finance,Male,,1,92192.0,1.9,69.0,Lahore
1122,Usman Ali,Marketing,Female,21.0,0,119391.0,1.9,71.0,Islamabad
1123,Zainab Ali,HR,Male,,27,,3.5,,Quetta
1124,Zainab Ali,Sales,Female,,3,129594.0,4.1,89.0,Lahore
1125,Imran Raza,IT,Female,25.0,29,227521.0,4.9,60.0,Peshawar
1126,Bilal Khan,Sales,Female,32.0,6,221459.0,4.1,,Multan
1127,Imran Raza,HR,Male,52.0,21,98509.0,1.6,99.0,Multan
1128,Hina Shah,HR,Female,38.0,25,173047.0,1.9,83.0,Lahore
1129,Hina Shah,Marketing,Male,34.0,28,145555.0,4.0,97.0,Islamabad
1130,Imran Raza,Finance,Female,52.0,24,67392.0,3.1,80.0,Quetta
1131,Bilal Khan,Finance,Male,29.0,9,38305.0,2.2,91.0,Quetta
1132,Imran Raza,,Male,20.0,19,101215.0,2.9,77.0,Lahore
1133,Zainab Ali,Marketing,Female,31.0,13,178033.0,4.7,72.0,Karachi
1134,Nida Malik,Marketing,Female,48.0,32,25228.0,4.0,96.0,Peshawar
1135,Ayesha Noor,Operations,Male,36.0,4,106179.0,,80.0,Lahore
1136,Ali Khan,IT,Female,23.0,5,248963.0,4.9,,Karachi
1137,Ayesha Noor,Finance,Male,48.0,21,132864.0,4.2,99.0,Quetta
1138,Bilal Khan,HR,Male,26.0,16,108544.0,1.0,85.0,Peshawar
1139,Nasir Khan,Operations,Male,32.0,14,179546.0,1.4,64.0,Quetta
1140,Ayesha Noor,Sales,Female,24.0,27,28979.0,3.2,64.0,Islamabad
1141,Hina Shah,Finance,Male,25.0,1,71343.0,2.4,90.0,Multan
1142,Faizan Ahmed,IT,Male,53.0,17,25739.0,4.3,87.0,Karachi
1143,Ali Khan,Marketing,Male,26.0,26,175630.0,4.6,72.0,Islamabad
1144,Usman Ali,HR,Male,47.0,20,62817.0,2.0,70.0,Islamabad
1145,Nasir Khan,Finance,Female,29.0,22,207871.0,4.1,60.0,Islamabad
1146,Bilal Khan,Sales,Female,23.0,6,248254.0,,83.0,Karachi
1147,Ali Khan,IT,Female,22.0,18,146124.0,2.6,72.0,Peshawar
1148,Ayesha Noor,IT,Female,44.0,8,63154.0,4.1,77.0,Quetta
1149,Hina Shah,Operations,Male,42.0,11,188344.0,3.3,83.0,Peshawar
1150,Sara Ahmed,Finance,Male,46.0,29,62339.0,,88.0,Multan
1151,Nida Malik,Sales,Male,33.0,6,138591.0,1.2,87.0,Peshawar
1152,Usman Ali,IT,Male,57.0,1,235868.0,3.3,97.0,Peshawar
1153,Nasir Khan,HR,Male,51.0,16,162666.0,2.2,81.0,Quetta
1154,Nida Malik,IT,Male,42.0,10,38185.0,3.0,79.0,Quetta
1155,Ali Khan,Sales,Female,59.0,11,149914.0,1.9,70.0,Karachi
1156,Hina Shah,Marketing,Male,56.0,2,,3.5,79.0,Multan
1157,Hina Shah,Marketing,Male,22.0,20,130784.0,1.6,,Lahore
1158,Ayesha Noor,Operations,Male,54.0,13,173641.0,1.5,83.0,Quetta
1159,Zainab Ali,Finance,Female,32.0,14,238581.0,1.8,,Quetta
1160,Ayesha Noor,Sales,Male,53.0,9,94753.0,4.3,76.0,Multan
1161,Zainab Ali,Operations,Male,43.0,9,229256.0,1.1,64.0,Lahore
1162,Zainab Ali,IT,Male,20.0,16,173591.0,3.9,89.0,Quetta
1163,Usman Ali,,Female,31.0,24,56953.0,1.2,73.0,Peshawar
1164,Ayesha Noor,Marketing,Male,27.0,26,44804.0,3.4,74.0,Multan
1165,Sana Iqbal,Operations,Male,38.0,32,101286.0,4.1,68.0,Quetta
1166,Sara Ahmed,Marketing,Female,28.0,10,221609.0,1.9,73.0,Karachi
1167,Nasir Khan,HR,Male,47.0,12,42275.0,1.8,69.0,Quetta
1168,Imran Raza,Marketing,Female,,0,229490.0,2.2,81.0,Lahore
1169,Imran Raza,HR,Male,46.0,30,87068.0,3.8,90.0,Peshawar
1170,Ayesha Noor,IT,Female,37.0,32,88344.0,2.0,72.0,Lahore
1171,Ayesha Noor,Operations,Male,25.0,20,103284.0,3.0,76.0,Multan
1172,Nida Malik,HR,Male,52.0,15,147750.0,,,Quetta
1173,Nasir Khan,Operations,Female,56.0,22,57601.0,2.8,73.0,Quetta
1174,Nasir Khan,Operations,Male,44.0,9,183647.0,3.5,98.0,Karachi
1175,Usman Ali,HR,Male,32.0,32,77705.0,1.3,94.0,Peshawar
1176,Ayesha Noor,Finance,Female,42.0,21,80221.0,4.3,60.0,Quetta
1177,Nasir Khan,Marketing,Male,55.0,5,188441.0,4.7,86.0,Karachi
1178,Nida Malik,HR,Female,52.0,9,69617.0,1.8,81.0,Karachi
1179,Zainab Ali,IT,Male,40.0,15,83315.0,4.0,93.0,Lahore
1180,Hina Shah,Operations,Female,53.0,12,153240.0,2.3,68.0,Peshawar
1181,Hina Shah,Sales,Male,55.0,19,40317.0,3.7,95.0,Islamabad
1182,Zainab Ali,HR,Male,36.0,3,81109.0,2.2,91.0,Multan
1183,Bilal Khan,Marketing,Female,29.0,19,184390.0,4.4,97.0,Karachi
1184,Nida Malik,Operations,Male,42.0,21,66239.0,2.4,79.0,Islamabad
1185,Nasir Khan,Finance,Female,21.0,28,243776.0,4.4,86.0,Lahore
1186,Sana Iqbal,IT,Female,54.0,15,43082.0,4.1,62.0,Karachi
1187,Nida Malik,Finance,Female,33.0,22,87520.0,1.8,70.0,Multan
1188,Zainab Ali,Sales,Male,,29,167151.0,1.6,83.0,Peshawar
1189,Sara Ahmed,HR,Male,38.0,29,27884.0,4.1,88.0,Islamabad
1190,Faizan Ahmed,Operations,Male,35.0,2,249469.0,2.6,64.0,Peshawar
1191,Ali Khan,HR,Female,44.0,23,192419.0,4.8,92.0,Islamabad
1192,Zainab Ali,Marketing,Female,20.0,12,228803.0,4.8,67.0,Lahore
1193,Sana Iqbal,HR,Female,21.0,31,92787.0,3.8,78.0,Karachi
1194,Nasir Khan,IT,Male,46.0,11,226248.0,3.0,63.0,Karachi
1195,Sana Iqbal,Sales,Female,21.0,7,174812.0,1.8,94.0,Lahore
1196,Sana Iqbal,Finance,Male,49.0,23,139297.0,4.5,89.0,Multan
1197,Ayesha Noor,,Male,29.0,15,37815.0,1.3,64.0,Multan
1198,Ayesha Noor,Operations,Male,38.0,31,90177.0,2.5,99.0,Quetta
1199,Usman Ali,HR,Male,35.0,33,198963.0,2.3,97.0,Islamabad
1200,Zainab Ali,Operations,Male,32.0,34,77566.0,4.8,62.0,Multan
1201,Usman Ali,Finance,Male,27.0,31,66968.0,1.5,75.0,Multan
1202,Zainab Ali,Operations,Male,50.0,16,185985.0,4.6,67.0,Islamabad
1203,Nida Malik,Marketing,Male,44.0,1,103440.0,2.8,64.0,Quetta
1204,Ali Khan,Sales,Female,58.0,25,,1.2,,Lahore
1205,Sana Iqbal,Finance,Male,40.0,16,155134.0,3.9,94.0,Peshawar
1206,Nida Malik,Finance,Male,57.0,1,43462.0,1.4,67.0,Peshawar
1207,Faizan Ahmed,Finance,Female,48.0,7,191554.0,1.9,95.0,Lahore
1208,Hina Shah,IT,Female,25.0,5,228555.0,4.2,84.0,Peshawar
1209,Imran Raza,Sales,Female,37.0,8,157410.0,1.6,67.0,Lahore
1210,Zainab Ali,Operations,Female,54.0,0,168854.0,2.3,80.0,Islamabad
1211,Faizan Ahmed,,Male,46.0,4,110609.0,2.4,68.0,Islamabad
1212,Hina Shah,Sales,Female,24.0,8,31614.0,3.4,91.0,Quetta
1213,Nasir Khan,Finance,Female,26.0,13,156813.0,4.2,72.0,Multan
1214,Bilal Khan,Marketing,Female,29.0,26,,1.9,82.0,Lahore
1215,Ali Khan,Marketing,Female,29.0,8,91269.0,1.8,67.0,Multan
1216,Usman Ali,Marketing,Male,47.0,28,38944.0,1.9,94.0,Peshawar
1217,Usman Ali,HR,Female,55.0,19,213063.0,2.5,87.0,Lahore
1218,Nida Malik,Finance,Female,29.0,14,26806.0,3.1,74.0,Karachi
1219,Ayesha Noor,HR,Female,54.0,2,169357.0,1.1,88.0,Quetta
1220,Hina Shah,Sales,Female,54.0,22,133874.0,4.1,63.0,Karachi
1221,Bilal Khan,HR,Male,56.0,8,101993.0,4.7,93.0,Quetta
1222,Faizan Ahmed,Sales,Female,39.0,29,223361.0,4.4,96.0,Quetta
1223,Ali Khan,Sales,Female,32.0,18,,1.1,83.0,Quetta
1224,Hina Shah,Sales,Female,30.0,2,105123.0,3.1,80.0,Karachi
1225,Bilal Khan,Operations,Male,38.0,2,161929.0,4.3,61.0,Quetta
1226,Imran Raza,HR,Female,47.0,33,,2.4,66.0,Lahore
1227,Zainab Ali,,Female,57.0,1,132978.0,4.6,70.0,Lahore
1228,Usman Ali,Finance,Male,23.0,26,112684.0,4.5,71.0,Karachi
1229,Faizan Ahmed,,Female,56.0,22,79361.0,1.6,,Islamabad
1230,Usman Ali,Finance,Male,38.0,31,61322.0,3.0,94.0,Islamabad
1231,Faizan Ahmed,Finance,Male,56.0,34,231579.0,1.1,99.0,Karachi
1232,Nida Malik,Sales,Female,33.0,17,167980.0,2.1,85.0,Quetta
1233,Ayesha Noor,HR,Female,,26,89627.0,4.2,77.0,Quetta
1234,Faizan Ahmed,Finance,Male,47.0,10,219715.0,4.9,96.0,Quetta
1235,Usman Ali,Marketing,Male,55.0,18,177274.0,4.7,75.0,Karachi
1236,Nida Malik,Finance,Female,57.0,24,,1.2,71.0,Quetta
1237,Faizan Ahmed,Marketing,Male,38.0,6,95102.0,4.7,,Lahore
1238,Imran Raza,HR,Male,20.0,30,84883.0,4.3,96.0,Quetta
1239,Ayesha Noor,,Female,,1,121555.0,4.5,78.0,Karachi
1240,Faizan Ahmed,HR,Male,47.0,4,155191.0,4.7,74.0,Quetta
1241,Nida Malik,Operations,Male,23.0,13,104558.0,3.0,81.0,Lahore
1242,Nasir Khan,Operations,Male,37.0,17,134461.0,1.8,79.0,Multan
1243,Hina Shah,HR,Male,58.0,3,199792.0,1.1,,Karachi
