Employee_ID,Name,Gender,Age,Marital_Status,Education,Department,Job_Role,Experience_Years,Joining_Year,Promotion_Count,Salary,Bonus,Allowance,Tax,Net_Salary,Attendance_Percent,Absents,Late_Days,Performance_Score,Overtime_Hours,Skill_Level,Training_Hours,Manager_Rating,City,Country,Work_Mode,Project_Count,Satisfaction_Score,Attrition
1699.0,,Male,54.0,Married,Intermediate,,,7.0,2014.0,0.0,51546.0,19546.0,,17628.0,77881.0,44.0,25.0,13.0,4.4,26.0,Intermediate,42.0,2.2,Multan,,Hybrid,1.0,1.1,
1700.0,,Male,23.0,Single,Intermediate,Sales,Manager,2.0,2018.0,3.0,159336.0,18044.0,2156.0,39886.0,139650.0,76.0,8.0,10.0,2.9,60.0,Advanced,68.0,2.8,Multan,Pakistan,Onsite,11.0,3.7,Yes
1701.0,Sana Iqbal,Female,58.0,Single,Intermediate,HR,Analyst,10.0,2023.0,,233476.0,33232.0,15870.0,31006.0,251572.0,41.0,28.0,14.0,1.7,37.0,Advanced,161.0,4.1,Peshawar,Pakistan,Remote,6.0,9.3,No
1702.0,Nida Malik,Male,,Married,PhD,Support,Executive,35.0,2023.0,3.0,87943.0,4805.0,9006.0,18439.0,83315.0,54.0,22.0,,2.3,73.0,Intermediate,196.0,4.2,Lahore,Pakistan,Remote,12.0,9.4,No
1703.0,Faizan Ahmed,Male,59.0,Married,Matric,Operations,Assistant,1.0,2009.0,5.0,104347.0,19153.0,22890.0,8096.0,138294.0,52.0,1.0,,3.4,51.0,Beginner,164.0,3.1,Multan,Pakistan,Remote,2.0,4.3,Yes
1704.0,,Male,43.0,Married,Bachelor,Sales,Executive,0.0,2019.0,4.0,173911.0,22135.0,4596.0,39074.0,,73.0,28.0,4.0,4.0,47.0,Advanced,8.0,1.6,Lahore,Pakistan,Onsite,4.0,5.7,Yes
1705.0,Faizan Ahmed,Male,29.0,Single,Master,Operations,Engineer,6.0,2014.0,1.0,116590.0,28458.0,16519.0,8689.0,152878.0,82.0,16.0,0.0,2.0,36.0,Advanced,130.0,2.5,Islamabad,Pakistan,Onsite,0.0,8.1,Yes
1706.0,Usman Ali,Female,58.0,,Bachelor,Operations,,23.0,2020.0,2.0,51778.0,18946.0,,12071.0,59727.0,42.0,28.0,13.0,2.8,56.0,Beginner,,4.1,Quetta,Pakistan,Onsite,5.0,4.7,Yes
,Nasir Khan,Female,,Married,Matric,HR,Assistant,11.0,2001.0,3.0,82964.0,17616.0,10957.0,30436.0,81101.0,75.0,16.0,10.0,2.4,44.0,Advanced,175.0,,Karachi,Pakistan,Remote,11.0,3.5,Yes
1708.0,Nasir Khan,Female,31.0,Single,,HR,Officer,7.0,2013.0,0.0,213498.0,43118.0,20843.0,27724.0,249735.0,77.0,26.0,19.0,2.9,8.0,Intermediate,79.0,3.7,Lahore,Pakistan,Remote,9.0,3.7,No
1709.0,Sara Ahmed,Female,18.0,Single,Master,Sales,Manager,12.0,,1.0,130657.0,46783.0,27172.0,15528.0,189084.0,94.0,24.0,10.0,2.3,30.0,Advanced,152.0,4.2,Islamabad,Pakistan,Remote,7.0,8.1,No
1710.0,Zainab Ali,Female,34.0,Single,Master,,Assistant,5.0,2021.0,1.0,165072.0,22965.0,24656.0,1256.0,211437.0,71.0,29.0,15.0,1.6,59.0,Beginner,166.0,3.2,Multan,Pakistan,Hybrid,6.0,6.4,Yes
1711.0,Sana Iqbal,Male,50.0,Single,Matric,Sales,Assistant,38.0,2009.0,2.0,247546.0,37903.0,8362.0,15882.0,277929.0,,20.0,8.0,2.9,3.0,Advanced,24.0,2.2,Quetta,Pakistan,Hybrid,3.0,8.2,Yes
1712.0,Hina Shah,Male,46.0,Married,Master,IT,Officer,23.0,2008.0,3.0,284271.0,38718.0,22229.0,8178.0,337040.0,58.0,7.0,18.0,4.8,49.0,Intermediate,146.0,3.5,Karachi,Pakistan,Hybrid,,9.8,No
1713.0,Zainab Ali,Male,62.0,Married,PhD,Support,Executive,23.0,2018.0,4.0,218943.0,40491.0,27832.0,28027.0,259239.0,58.0,20.0,4.0,1.4,32.0,Intermediate,56.0,3.3,Peshawar,Pakistan,Remote,4.0,9.1,No
1714.0,Nasir Khan,,48.0,Single,,IT,Engineer,37.0,2005.0,3.0,122821.0,22631.0,21803.0,20593.0,146662.0,,1.0,17.0,4.3,0.0,Advanced,89.0,4.5,Peshawar,Pakistan,Remote,12.0,8.1,Yes
1715.0,Usman Ali,Female,25.0,Single,Matric,Support,Officer,6.0,2007.0,3.0,270355.0,38317.0,26048.0,27478.0,307242.0,46.0,10.0,19.0,3.9,15.0,Beginner,150.0,4.2,Lahore,Pakistan,Onsite,6.0,1.2,Yes
1716.0,,Female,47.0,Single,Matric,Marketing,Assistant,9.0,2001.0,2.0,81721.0,27619.0,688.0,14588.0,95440.0,56.0,27.0,18.0,2.3,1.0,Intermediate,97.0,,Lahore,,Remote,11.0,,Yes
1717.0,Sara Ahmed,Male,30.0,Married,Bachelor,Finance,Engineer,29.0,2000.0,2.0,84564.0,26515.0,1318.0,27826.0,84571.0,40.0,0.0,12.0,1.6,72.0,Intermediate,63.0,3.8,Islamabad,Pakistan,Hybrid,11.0,9.4,Yes
1718.0,Hina Shah,Female,33.0,Married,Master,Finance,Analyst,38.0,2012.0,0.0,279783.0,45377.0,20683.0,37037.0,308806.0,91.0,15.0,17.0,4.7,,Intermediate,119.0,1.6,Karachi,Pakistan,Remote,,5.2,Yes
1719.0,Usman Ali,Male,19.0,Married,Master,IT,Assistant,23.0,2005.0,4.0,288771.0,14850.0,26487.0,19199.0,310909.0,88.0,27.0,17.0,2.5,,Advanced,70.0,3.2,Lahore,Pakistan,Hybrid,7.0,3.9,No
1720.0,Sana Iqbal,Male,62.0,Married,,Marketing,Officer,26.0,2002.0,2.0,277019.0,9457.0,29725.0,17520.0,298681.0,63.0,22.0,12.0,2.7,5.0,Beginner,54.0,1.2,Multan,Pakistan,Remote,8.0,3.7,No
1721.0,Sana Iqbal,Female,35.0,Married,Bachelor,Finance,Analyst,29.0,2001.0,0.0,150719.0,31901.0,28380.0,27523.0,183477.0,98.0,6.0,10.0,2.3,48.0,Beginner,137.0,2.4,Lahore,Pakistan,Onsite,13.0,1.7,
1722.0,Usman Ali,Female,52.0,Single,,Sales,Officer,,2009.0,,61031.0,34731.0,16719.0,39019.0,73462.0,71.0,29.0,4.0,4.4,11.0,Beginner,63.0,1.7,Peshawar,,Hybrid,2.0,8.1,No
1723.0,Ali Khan,Female,62.0,Single,PhD,Sales,Manager,1.0,2007.0,1.0,286901.0,23868.0,8939.0,12793.0,306915.0,49.0,24.0,3.0,1.9,76.0,Beginner,48.0,1.8,Karachi,Pakistan,Remote,9.0,7.5,No
,Sara Ahmed,Female,,Married,PhD,HR,Engineer,7.0,2008.0,0.0,,10955.0,,33825.0,43628.0,53.0,,11.0,4.0,71.0,Advanced,,3.9,Islamabad,Pakistan,Onsite,5.0,4.6,No
1725.0,Zainab Ali,,30.0,Married,Matric,Finance,Analyst,16.0,2006.0,4.0,185558.0,11660.0,21326.0,36781.0,181763.0,77.0,21.0,18.0,2.0,54.0,Beginner,81.0,2.5,Karachi,Pakistan,Remote,10.0,1.6,Yes
1726.0,Imran Raza,Female,21.0,Single,Bachelor,Operations,Executive,12.0,2012.0,,100467.0,37058.0,26413.0,13958.0,149980.0,55.0,16.0,4.0,2.4,40.0,Beginner,13.0,1.3,Lahore,Pakistan,Hybrid,8.0,2.0,Yes
1727.0,Nida Malik,Female,36.0,Married,Bachelor,Sales,Officer,17.0,2006.0,5.0,37663.0,27290.0,4999.0,34084.0,35868.0,45.0,10.0,0.0,4.7,0.0,Intermediate,157.0,4.9,Lahore,,Remote,1.0,2.4,Yes
1728.0,Imran Raza,Male,42.0,Single,PhD,Finance,Assistant,20.0,2018.0,0.0,61809.0,5649.0,,12051.0,56820.0,76.0,1.0,9.0,,73.0,Beginner,94.0,4.0,Lahore,Pakistan,Remote,6.0,5.2,
1729.0,Zainab Ali,Female,55.0,Married,PhD,HR,Analyst,35.0,2000.0,2.0,,26477.0,26810.0,20124.0,269297.0,,,0.0,3.8,0.0,Advanced,191.0,5.0,Karachi,Pakistan,,5.0,3.5,Yes
1730.0,Zainab Ali,Male,48.0,Single,Matric,IT,Officer,11.0,2012.0,4.0,294335.0,,21621.0,7904.0,328324.0,64.0,11.0,10.0,3.5,63.0,Advanced,59.0,1.5,Lahore,Pakistan,Remote,12.0,4.9,No
1731.0,Sara Ahmed,Male,53.0,Married,Bachelor,Marketing,Officer,1.0,2016.0,0.0,27385.0,2465.0,22629.0,27555.0,24924.0,87.0,11.0,9.0,1.7,42.0,Advanced,17.0,4.8,Quetta,,Hybrid,12.0,4.3,No
1732.0,Zainab Ali,,21.0,Single,Matric,Operations,Officer,19.0,2011.0,3.0,97847.0,34227.0,6404.0,7878.0,130600.0,96.0,16.0,2.0,,75.0,Advanced,9.0,1.2,Quetta,Pakistan,Remote,1.0,4.0,
1733.0,Nasir Khan,,,Single,PhD,HR,Analyst,22.0,2020.0,0.0,139279.0,39754.0,18765.0,32183.0,165615.0,90.0,9.0,4.0,3.2,5.0,Advanced,59.0,2.5,Lahore,Pakistan,Remote,7.0,3.7,Yes
1734.0,Ali Khan,Female,24.0,Married,Master,HR,Analyst,20.0,2013.0,1.0,184725.0,45515.0,2883.0,16388.0,216735.0,50.0,,10.0,4.3,1.0,,194.0,3.4,Peshawar,Pakistan,Onsite,14.0,5.2,Yes
1735.0,,Male,33.0,Married,PhD,HR,,,,1.0,158933.0,27731.0,27246.0,11064.0,202846.0,90.0,12.0,,5.0,2.0,Advanced,3.0,3.0,Karachi,Pakistan,Remote,,,No
1736.0,Zainab Ali,Male,22.0,,Bachelor,Marketing,Executive,,2011.0,0.0,99094.0,40877.0,4482.0,31758.0,,86.0,9.0,7.0,3.5,43.0,Intermediate,161.0,2.8,Islamabad,Pakistan,Remote,0.0,,No
1737.0,Imran Raza,Male,64.0,,Matric,Sales,Assistant,12.0,2021.0,5.0,28587.0,16893.0,2847.0,2677.0,45650.0,78.0,7.0,,,17.0,Beginner,199.0,3.1,Karachi,Pakistan,Onsite,11.0,9.5,No
1738.0,Zainab Ali,Female,,Married,Bachelor,Finance,Engineer,3.0,2015.0,0.0,213369.0,18386.0,,24052.0,,,21.0,13.0,4.4,62.0,Intermediate,52.0,2.0,Karachi,Pakistan,Onsite,14.0,6.4,Yes
1739.0,Sana Iqbal,Male,53.0,Single,PhD,IT,Officer,1.0,2001.0,3.0,101757.0,36813.0,,23084.0,116624.0,45.0,7.0,12.0,4.4,57.0,Intermediate,39.0,1.0,Lahore,Pakistan,Hybrid,,2.0,No
1740.0,Ali Khan,Male,120.0,Married,PhD,Support,Executive,0.0,2021.0,0.0,32099.0,3126.0,20285.0,,20129.0,71.0,7.0,18.0,4.4,20.0,Advanced,129.0,,Multan,Pakistan,Hybrid,5.0,4.2,Yes
1741.0,,Male,41.0,Married,Intermediate,IT,Engineer,25.0,2019.0,,58433.0,23067.0,26071.0,9143.0,98428.0,84.0,24.0,2.0,2.4,23.0,,62.0,1.5,Quetta,,Hybrid,1.0,7.0,No
1742.0,Nasir Khan,Female,42.0,Married,PhD,Operations,Officer,29.0,2018.0,4.0,61174.0,20003.0,28957.0,12515.0,97619.0,95.0,13.0,6.0,2.7,73.0,Intermediate,,2.2,Multan,Pakistan,Remote,12.0,7.1,No
1743.0,Faizan Ahmed,Male,62.0,Married,Bachelor,Marketing,Engineer,37.0,2006.0,5.0,190790.0,29617.0,7984.0,27008.0,201383.0,44.0,,5.0,4.1,61.0,Advanced,196.0,3.0,Islamabad,Pakistan,Remote,2.0,9.5,No
1744.0,Nasir Khan,Female,45.0,Single,Matric,IT,Officer,19.0,2011.0,3.0,122180.0,9704.0,18571.0,,120744.0,80.0,20.0,9.0,2.7,69.0,,181.0,4.4,Karachi,Pakistan,Hybrid,12.0,2.7,No
1745.0,Faizan Ahmed,Male,36.0,Married,Matric,Operations,Analyst,24.0,2013.0,,296370.0,,25176.0,7375.0,343929.0,92.0,5.0,9.0,3.0,16.0,Beginner,198.0,,,Pakistan,Remote,7.0,,Yes
1746.0,Usman Ali,Male,,Married,Intermediate,Operations,Officer,18.0,,5.0,143723.0,10556.0,28081.0,28747.0,153613.0,,5.0,7.0,1.0,63.0,Beginner,183.0,3.9,Islamabad,Pakistan,Onsite,6.0,5.6,No
1747.0,Nida Malik,Male,61.0,,Bachelor,Marketing,Officer,,2017.0,2.0,70816.0,24520.0,25041.0,27108.0,93269.0,78.0,8.0,5.0,4.6,36.0,Beginner,117.0,2.9,Peshawar,Pakistan,Hybrid,10.0,,Yes
1748.0,Ayesha Noor,Female,58.0,Married,PhD,Marketing,Officer,9.0,2006.0,5.0,240864.0,17441.0,16273.0,35247.0,,99.0,21.0,6.0,2.9,65.0,Beginner,191.0,2.7,Quetta,Pakistan,,5.0,,No
1749.0,,Male,34.0,Single,Master,Finance,Officer,,2004.0,0.0,189857.0,44503.0,22108.0,,216813.0,54.0,2.0,5.0,4.6,59.0,Advanced,76.0,3.1,Peshawar,,Remote,7.0,5.4,No
1750.0,Hina Shah,Male,19.0,Single,Matric,Finance,Executive,1.0,2000.0,3.0,30727.0,26870.0,24878.0,,47713.0,65.0,19.0,18.0,4.9,14.0,Beginner,9.0,2.0,Multan,Pakistan,Remote,2.0,3.6,No
1751.0,Sana Iqbal,Male,33.0,Single,Bachelor,Marketing,Manager,16.0,2006.0,3.0,90828.0,11728.0,13374.0,6588.0,109342.0,82.0,25.0,1.0,1.6,70.0,Intermediate,157.0,4.1,Quetta,Pakistan,Onsite,13.0,7.8,No
1752.0,Bilal Khan,Male,56.0,Single,Intermediate,,Executive,6.0,2015.0,1.0,156352.0,21436.0,15787.0,14474.0,,81.0,,18.0,1.3,35.0,Beginner,140.0,4.0,Lahore,Pakistan,Onsite,6.0,5.2,No
1753.0,Usman Ali,Female,35.0,Single,Master,Sales,Executive,15.0,2023.0,1.0,144600.0,36126.0,24468.0,,178177.0,100.0,7.0,16.0,3.7,46.0,Beginner,143.0,4.2,Lahore,Pakistan,Onsite,9.0,6.1,No
1754.0,Nasir Khan,Male,,Married,Bachelor,HR,Analyst,26.0,2015.0,0.0,74023.0,34174.0,29505.0,27745.0,,48.0,6.0,13.0,2.0,47.0,Beginner,17.0,2.4,Lahore,Pakistan,Onsite,14.0,3.1,No
1755.0,Nida Malik,Male,18.0,Single,PhD,IT,Officer,0.0,,4.0,,13710.0,28959.0,8937.0,134849.0,44.0,12.0,6.0,2.8,55.0,Advanced,107.0,2.4,Islamabad,Pakistan,Hybrid,0.0,,Yes
1756.0,Faizan Ahmed,Male,20.0,Single,Matric,,Executive,21.0,2003.0,2.0,107155.0,8475.0,26973.0,6778.0,135825.0,63.0,23.0,3.0,1.0,68.0,Advanced,68.0,1.5,Islamabad,Pakistan,,2.0,7.2,Yes
1757.0,Imran Raza,Male,38.0,Married,PhD,Support,Engineer,21.0,2015.0,1.0,116095.0,654.0,11436.0,3955.0,124230.0,70.0,21.0,19.0,2.7,,Beginner,151.0,3.4,Quetta,Pakistan,Hybrid,,3.1,No
,Bilal Khan,Female,47.0,Single,Intermediate,IT,Officer,26.0,2003.0,,148385.0,720.0,23218.0,16479.0,155844.0,85.0,10.0,0.0,4.9,45.0,Advanced,145.0,3.0,Karachi,Pakistan,,,4.0,Yes
1759.0,Nida Malik,Male,28.0,Single,Matric,IT,Analyst,15.0,2004.0,4.0,97144.0,,17972.0,17910.0,116685.0,88.0,14.0,11.0,1.4,29.0,Intermediate,104.0,1.6,Quetta,Pakistan,Hybrid,8.0,2.2,Yes
,Nida Malik,Male,39.0,,Master,Sales,Assistant,35.0,2004.0,5.0,218344.0,25420.0,13934.0,21762.0,235936.0,85.0,,8.0,3.7,29.0,Beginner,38.0,,Peshawar,Pakistan,Remote,3.0,4.5,No
1761.0,Nasir Khan,Female,64.0,Single,Matric,Sales,Assistant,15.0,2019.0,3.0,28799.0,41.0,25339.0,21932.0,32247.0,48.0,20.0,8.0,3.1,6.0,Intermediate,119.0,1.5,Peshawar,Pakistan,Remote,5.0,6.0,No
1762.0,Usman Ali,Male,42.0,Married,PhD,HR,Analyst,,,0.0,54206.0,5054.0,29339.0,4637.0,83962.0,98.0,2.0,7.0,4.4,49.0,Beginner,115.0,3.5,,Pakistan,Hybrid,10.0,9.1,Yes
,Bilal Khan,Male,20.0,Single,Bachelor,Marketing,,34.0,,0.0,251569.0,34964.0,14168.0,10926.0,289775.0,,9.0,,3.6,50.0,Advanced,10.0,1.7,Peshawar,Pakistan,Hybrid,10.0,2.9,Yes
,Sara Ahmed,Male,47.0,Single,Bachelor,Finance,Assistant,32.0,2016.0,2.0,167342.0,31384.0,1510.0,,,98.0,,,1.0,16.0,Advanced,71.0,3.6,Islamabad,,Remote,4.0,5.4,Yes
1765.0,Ayesha Noor,Female,41.0,,Bachelor,HR,Analyst,16.0,2008.0,4.0,100919.0,32879.0,21821.0,31298.0,124321.0,66.0,4.0,17.0,3.7,4.0,Beginner,33.0,3.0,Peshawar,Pakistan,Hybrid,,,Yes
1766.0,Sara Ahmed,,62.0,Single,Intermediate,Support,Assistant,4.0,2020.0,5.0,233568.0,43266.0,19996.0,9528.0,287302.0,76.0,24.0,12.0,4.3,77.0,Advanced,122.0,,Multan,Pakistan,Hybrid,,1.0,Yes
1767.0,Sana Iqbal,Female,53.0,Single,Intermediate,IT,,,2016.0,4.0,,23981.0,3004.0,,264494.0,69.0,13.0,10.0,3.9,63.0,Advanced,151.0,1.1,Islamabad,Pakistan,Hybrid,1.0,4.2,No
1768.0,Bilal Khan,Female,40.0,Married,Bachelor,Finance,Manager,18.0,2018.0,4.0,236433.0,,29819.0,23444.0,291980.0,91.0,4.0,15.0,3.9,8.0,Intermediate,80.0,1.4,Karachi,Pakistan,Hybrid,12.0,8.1,Yes
1769.0,Sara Ahmed,Female,25.0,Single,,Support,Manager,33.0,2000.0,3.0,179230.0,17664.0,685.0,15784.0,,70.0,5.0,10.0,4.5,58.0,,19.0,2.3,Islamabad,,,5.0,1.5,No
1770.0,Nasir Khan,Female,21.0,Single,PhD,HR,Executive,31.0,2012.0,4.0,230930.0,23548.0,10561.0,6858.0,258181.0,65.0,22.0,9.0,3.4,64.0,Intermediate,88.0,3.4,Islamabad,Pakistan,Onsite,6.0,6.1,No
1771.0,Ali Khan,Female,56.0,Married,Master,IT,Analyst,24.0,2022.0,3.0,43603.0,21624.0,12605.0,39895.0,37937.0,90.0,28.0,5.0,3.7,18.0,Advanced,101.0,1.4,Islamabad,Pakistan,Onsite,6.0,4.8,Yes
1772.0,Faizan Ahmed,,60.0,Married,Bachelor,HR,,21.0,2009.0,,117156.0,25777.0,11025.0,,115250.0,66.0,11.0,15.0,3.1,32.0,Beginner,59.0,3.1,,,Hybrid,1.0,3.4,No
1773.0,Ali Khan,Female,48.0,Single,,IT,Engineer,38.0,2009.0,3.0,40600.0,32158.0,14932.0,38882.0,48808.0,95.0,0.0,0.0,4.8,49.0,Advanced,29.0,3.9,Multan,Pakistan,Remote,,6.0,No
1774.0,Zainab Ali,Male,46.0,Married,Intermediate,Operations,Engineer,26.0,2006.0,0.0,225834.0,47622.0,6564.0,,,62.0,7.0,18.0,3.7,58.0,Advanced,50.0,4.5,Peshawar,Pakistan,Onsite,9.0,9.0,Yes
1775.0,Sara Ahmed,Male,,Single,Matric,IT,Officer,32.0,2005.0,2.0,96421.0,19103.0,4069.0,29772.0,89821.0,54.0,1.0,2.0,2.1,17.0,Beginner,115.0,4.3,Karachi,Pakistan,Hybrid,6.0,9.0,Yes
1776.0,Sana Iqbal,Female,30.0,Single,Matric,Operations,Officer,,2006.0,4.0,292613.0,25642.0,27221.0,10487.0,334989.0,52.0,7.0,17.0,4.4,71.0,Advanced,,,Lahore,Pakistan,Remote,3.0,,No
1777.0,Zainab Ali,Female,58.0,Single,PhD,Sales,Engineer,29.0,,2.0,110790.0,40695.0,6301.0,4193.0,153593.0,47.0,10.0,19.0,2.3,1.0,Intermediate,128.0,5.0,Quetta,Pakistan,Onsite,14.0,9.6,Yes
1778.0,Imran Raza,Female,26.0,Single,Master,IT,Analyst,25.0,2006.0,4.0,35719.0,5826.0,27986.0,33520.0,36011.0,82.0,3.0,15.0,4.4,69.0,Intermediate,134.0,4.9,Multan,Pakistan,Hybrid,6.0,8.6,No
1779.0,Hina Shah,Female,38.0,,PhD,HR,,14.0,2014.0,5.0,246921.0,47291.0,23316.0,38626.0,278902.0,,29.0,10.0,1.7,37.0,Beginner,90.0,3.3,Karachi,Pakistan,Hybrid,9.0,4.4,No
1780.0,Imran Raza,Female,20.0,Married,Master,Finance,Executive,35.0,2009.0,2.0,280458.0,26377.0,333.0,405.0,306763.0,62.0,16.0,5.0,1.8,28.0,Beginner,196.0,,Peshawar,Pakistan,Hybrid,14.0,5.0,No
1781.0,Bilal Khan,Female,42.0,Married,Master,Sales,,11.0,2019.0,1.0,96764.0,48502.0,5772.0,6166.0,144872.0,57.0,12.0,6.0,3.1,,,95.0,2.1,Quetta,Pakistan,Remote,7.0,2.3,No
1782.0,Nida Malik,Male,42.0,Married,Matric,Operations,,11.0,2012.0,1.0,277572.0,11206.0,23138.0,23959.0,287957.0,100.0,22.0,17.0,2.5,45.0,Intermediate,5.0,2.1,,Pakistan,Hybrid,12.0,5.9,Yes
1783.0,,Male,29.0,Single,Intermediate,Finance,Officer,3.0,2008.0,3.0,150873.0,,16658.0,17353.0,,65.0,28.0,,4.8,59.0,Beginner,18.0,1.9,Quetta,Pakistan,,7.0,2.6,No
1784.0,Sara Ahmed,Female,46.0,Single,Bachelor,Operations,Engineer,2.0,2005.0,5.0,110577.0,14810.0,22531.0,39874.0,108044.0,64.0,8.0,18.0,3.9,6.0,Intermediate,,2.9,Peshawar,Pakistan,Remote,9.0,1.9,Yes
1785.0,Sana Iqbal,Female,28.0,Single,Intermediate,Support,Engineer,36.0,2019.0,,34322.0,6490.0,21741.0,8714.0,53839.0,92.0,8.0,16.0,3.0,43.0,Beginner,150.0,4.4,Quetta,Pakistan,Onsite,10.0,7.3,Yes
1786.0,Sana Iqbal,Female,28.0,Married,Bachelor,Marketing,Engineer,,2020.0,4.0,28610.0,45116.0,5268.0,11535.0,67459.0,,,19.0,4.9,64.0,Intermediate,126.0,,Lahore,Pakistan,Remote,14.0,9.1,No
1787.0,Usman Ali,Male,43.0,Single,Matric,Finance,Assistant,31.0,2023.0,0.0,25833.0,12101.0,13463.0,29426.0,21971.0,57.0,14.0,2.0,4.8,,Beginner,51.0,3.1,Islamabad,Pakistan,Hybrid,3.0,6.9,
1788.0,Hina Shah,Female,31.0,Single,Bachelor,,Engineer,25.0,2006.0,3.0,109814.0,13651.0,21609.0,,123680.0,91.0,27.0,10.0,1.9,16.0,Advanced,8.0,4.7,Multan,Pakistan,Hybrid,4.0,1.2,Yes
1789.0,Ayesha Noor,Male,33.0,,Master,Support,Engineer,3.0,,5.0,59634.0,14896.0,21036.0,5019.0,90547.0,57.0,7.0,8.0,2.0,41.0,Beginner,163.0,2.3,Multan,Pakistan,Remote,4.0,4.5,
1790.0,Ayesha Noor,Male,27.0,Married,PhD,,Manager,0.0,2015.0,3.0,222738.0,19605.0,28428.0,39269.0,231502.0,78.0,6.0,1.0,4.2,58.0,Intermediate,32.0,4.1,Quetta,Pakistan,Onsite,,,Yes
1791.0,Ayesha Noor,Male,48.0,Married,Bachelor,Sales,Assistant,4.0,2001.0,5.0,,3865.0,,24447.0,68120.0,84.0,19.0,1.0,2.7,39.0,Intermediate,139.0,2.9,,Pakistan,,7.0,8.3,No
1792.0,,Female,48.0,Married,Intermediate,Finance,,1.0,2014.0,1.0,205126.0,4076.0,25135.0,28244.0,206093.0,91.0,23.0,18.0,1.6,58.0,Beginner,154.0,3.7,Quetta,Pakistan,Remote,5.0,4.9,Yes
1793.0,Ayesha Noor,Female,53.0,Married,Matric,Operations,Assistant,,2002.0,5.0,,9704.0,11024.0,4846.0,,77.0,,5.0,4.7,60.0,,138.0,1.7,Lahore,Pakistan,Remote,2.0,9.5,Yes
1794.0,Nasir Khan,Male,27.0,Single,Matric,IT,Officer,,2012.0,2.0,171263.0,43551.0,22931.0,20816.0,,75.0,,3.0,4.0,43.0,Intermediate,169.0,2.4,Peshawar,Pakistan,Onsite,5.0,9.7,
1795.0,Ali Khan,Male,43.0,Single,PhD,Sales,Manager,7.0,2016.0,2.0,94407.0,25430.0,28319.0,,127627.0,76.0,27.0,2.0,2.5,7.0,Advanced,60.0,4.0,Lahore,Pakistan,Remote,2.0,6.0,No
1796.0,Sana Iqbal,Male,37.0,Single,Master,Sales,Executive,38.0,2018.0,5.0,,64.0,16103.0,26704.0,266240.0,,19.0,1.0,5.0,52.0,Beginner,63.0,2.9,Karachi,Pakistan,Remote,8.0,8.6,No
1797.0,Hina Shah,Male,61.0,Single,,IT,Analyst,14.0,2010.0,3.0,257763.0,28052.0,24753.0,29237.0,281331.0,66.0,16.0,,3.5,37.0,Intermediate,100.0,2.3,Karachi,Pakistan,Onsite,2.0,7.3,Yes
1798.0,,Female,26.0,Married,Matric,Finance,Assistant,8.0,2001.0,1.0,33050.0,44365.0,3176.0,16711.0,63880.0,45.0,12.0,,3.1,42.0,Advanced,177.0,3.8,Multan,Pakistan,Remote,10.0,6.8,
1799.0,Nida Malik,Male,32.0,Single,Master,Operations,Officer,29.0,2009.0,,82449.0,13310.0,19645.0,30490.0,84914.0,90.0,11.0,18.0,,,Beginner,106.0,3.0,Peshawar,Pakistan,,10.0,,No
1800.0,Hina Shah,Female,26.0,Single,,Sales,Officer,28.0,2011.0,1.0,53258.0,6290.0,17806.0,15101.0,62253.0,86.0,11.0,5.0,2.4,31.0,Beginner,5.0,,Multan,Pakistan,Onsite,10.0,7.5,No
1801.0,Ali Khan,Male,24.0,Married,Matric,Marketing,Manager,24.0,2012.0,2.0,182475.0,36760.0,12201.0,29161.0,202275.0,41.0,24.0,8.0,2.3,16.0,Intermediate,154.0,4.0,,Pakistan,Onsite,10.0,5.6,Yes
1802.0,Hina Shah,Female,43.0,Single,Master,IT,,21.0,2005.0,0.0,,17192.0,14346.0,20861.0,214322.0,60.0,1.0,5.0,4.9,50.0,Intermediate,34.0,1.9,,Pakistan,Remote,2.0,9.4,Yes
1803.0,,Male,41.0,Single,Bachelor,Operations,Officer,33.0,2003.0,3.0,,23068.0,16420.0,12174.0,319954.0,43.0,17.0,4.0,4.5,29.0,Beginner,169.0,2.8,Peshawar,Pakistan,Onsite,2.0,8.8,Yes
1804.0,Zainab Ali,Female,29.0,Married,Bachelor,,Executive,21.0,2011.0,0.0,225378.0,,10215.0,768.0,273674.0,48.0,11.0,17.0,2.1,50.0,Beginner,199.0,4.7,,Pakistan,Onsite,8.0,1.0,No
1805.0,Nasir Khan,Female,37.0,Married,Master,Sales,Manager,29.0,2014.0,3.0,255936.0,47726.0,16579.0,,286342.0,59.0,29.0,18.0,4.7,47.0,Intermediate,132.0,3.9,Peshawar,Pakistan,Remote,4.0,,Yes
1806.0,Sara Ahmed,Female,31.0,Single,Bachelor,Operations,Assistant,9.0,2018.0,1.0,78710.0,46457.0,7033.0,39515.0,,88.0,26.0,5.0,1.3,20.0,Intermediate,68.0,,Islamabad,Pakistan,Remote,9.0,3.8,Yes
1807.0,Sara Ahmed,Male,39.0,Single,PhD,Marketing,Officer,4.0,2007.0,0.0,142200.0,13982.0,17701.0,4519.0,169364.0,62.0,,19.0,2.2,22.0,Advanced,136.0,1.4,Karachi,Pakistan,Remote,,4.6,No
