Employee_ID,Name,Age,Gender,Department,Salary,Attendance_Percent,Joining_Date
1879,Usman Ali,26,Female,Finance,500000,,2020/03/10
1880,Usman Ali,44,Male,HR,,,2020-02-02
1881,Faizan Ahmed,59,Female,Sales,,93.0,2022-01-15
1882,Ali Khan,57,Male,HR,,,15-02-2021
1883,Hina Shah,,Male,Finance,500000,,2020/03/10
1884,Hina Shah,thirty,Male,Sales,82522,,2020-02-02
1885,Zainab Ali,41,Female,Operations,invalid,93.0,2020/03/10
1886,Ayesha Noor,59,Female,Sales,,,2020/03/10
1887,Sara Ahmed,20,Female,Operations,,,2020/03/10
1888,Usman Ali,31,Female,IT,500000,61.0,2022-01-15
1889,Faizan Ahmed,,Female,Finance,,36.0,
1890,Nida Malik,,Female,Finance,100929,97.0,2022-01-15
1891,Bilal Khan,,Female,HR,invalid,,2020-02-02
1892,Nida Malik,45,Male,HR,500000,,15-02-2021
1893,Imran Raza,50,Female,Finance,500000,91.0,15-02-2021
1894,Zainab Ali,,Female,Marketing,invalid,,
1895,Hina Shah,59,Male,Finance,invalid,,2022-01-15
1896,Zainab Ali,34,Female,HR,invalid,,2022-01-15
1897,Hina Shah,39,Male,Marketing,500000,,2022-01-15
1898,Bilal Khan,,Female,Sales,,,2022-01-15
1899,Nasir babar,thirty,Female,Operations,,,2022-01-15
1900,Usman Ali,thirty,Male,IT,84087,,2022-01-15
1901,Nasir babar,thirty,Female,Sales,500000,77.0,2022-01-15
1902,Usman Ali,,Male,Marketing,500000,43.0,2020/03/10
1903,Nasir babar,29,Female,Operations,invalid,77.0,2020-02-02
1904,Faizan Ahmed,thirty,Female,Finance,500000,,2020/03/10
1905,Ali Khan,thirty,Male,Marketing,35408,,2020/03/10
1906,Nasir Khan,,Female,HR,NoneUSD,68.0,2020-02-02
1907,Ayesha Noor,thirty,Male,Marketing,112200,,2020/03/10
1908,Usman Ali,46,Female,Sales,120453,78.0,2020-02-02
1909,Hina Shah,thirty,Female,HR,,,15-02-2021
1910,Sara Ahmed,thirty,Female,Finance,96104,,2020-02-02
1911,Usman Ali,thirty,Male,IT,,80.0,2020/03/10
1912,Ayesha Noor,thirty,Female,Operations,,50.0,2022-01-15
1913,Nasir babar,32,Female,IT,60938USD,39.0,2020/03/10
1914,Ali Khan,thirty,Female,Marketing,invalid,82.0,
1915,Ali Khan,35,Female,Finance,500000USD,,2022-01-15
1916,Nida Malik,45,Female,Marketing,,,
1917,Nida Malik,thirty,Male,Marketing,114835,,2020/03/10
1918,Zainab Ali,,Female,Operations,,89.0,
1919,Zainab Ali,,Female,Finance,500000,49.0,2022-01-15
1920,Nida Malik,,Male,Finance,,,2020/03/10
1921,Usman Ali,,Female,Sales,,,15-02-2021
1922,Faizan Ahmed,thirty,Female,HR,140780,,15-02-2021
1923,Ali Khan,,Male,Sales,500000,,
1924,Faizan Ahmed,thirty,Male,Marketing,,,
1925,Ayesha Noor,,Female,Sales,123563,,2022-01-15
1926,Faizan Ahmed,thirty,Female,Operations,,,2020-02-02
1927,Ayesha Noor,39,Female,IT,500000,,15-02-2021
1928,Nasir Khan,,Male,Marketing,,,2020-02-02
1929,Sara Ahmed,,Female,Marketing,invalid,,2020-02-02
1930,Zainab Ali,21,Male,Finance,,66.0,2022-01-15
1931,Nasir babar,,Male,IT,,,2020-02-02
1932,Nida Malik,,Female,Finance,86166,,2022-01-15
1933,Zainab Ali,52,Male,Operations,invalid,,2020-02-02
1934,Zainab Ali,,Male,Sales,500000USD,,15-02-2021
1935,Nida Malik,34,Female,Finance,,64.0,2020/03/10
1936,Hina Shah,,Male,Finance,143361,,
1937,Nida Malik,,Female,Finance,invalid,,
1938,Faizan Ahmed,,Male,Sales,invalid,,15-02-2021
1939,Faizan Ahmed,,Female,Marketing,,51.0,15-02-2021
1940,Ayesha Noor,,Male,Finance,invalid,,2022-01-15
1941,Ali Khan,48,Male,Marketing,invalid,,
1942,Ayesha Noor,,Female,Marketing,,70.0,
1943,Hina Shah,thirty,Female,Marketing,500000,74.0,15-02-2021
1944,Imran Raza,,Female,Sales,,91.0,2020/03/10
1945,Nasir babar,,Female,HR,500000,,15-02-2021
1946,Ayesha Noor,,Male,Operations,115285,63.0,
1947,Imran Raza,,Male,Finance,140003,,15-02-2021
1948,Ali Khan,48,Female,Marketing,invalid,61.0,15-02-2021
1949,Ayesha Noor,,Female,Operations,500000,91.0,2020-02-02
1950,Usman Ali,thirty,Male,Sales,113892,55.0,2022-01-15
1951,Nida Malik,,Female,IT,149630,99.0,15-02-2021
1952,Zainab Ali,,Female,Marketing,147920,,15-02-2021
1953,Imran Raza,23,Male,Operations,500000,,2020/03/10
1954,Nasir Khan,32,Female,IT,invalid,62.0,15-02-2021
1955,Sara Ahmed,thirty,Female,Finance,invalid,94.0,15-02-2021
1956,Sara Ahmed,35,Female,Finance,,74.0,
1957,Sara Ahmed,27,Female,Operations,500000,,15-02-2021
1958,Faizan Ahmed,,Male,Operations,,,2020/03/10
1959,Sara Ahmed,49,Female,Finance,,75.0,
1960,Hina Shah,35,Male,Marketing,87342,,2022-01-15
1961,Nida Malik,,Female,Sales,invalid,,2020/03/10
1962,Ali Khan,22,Male,Finance,500000,,2022-01-15
1963,Ayesha Noor,,Female,HR,500000,77.0,2022-01-15
1964,Hina Shah,,Male,Sales,59790,54.0,2022-01-15
1965,Ayesha Noor,,Male,Sales,500000,,
1966,Imran Raza,43,Female,HR,,,2020-02-02
1967,Usman Ali,thirty,Female,Sales,500000,,2020-02-02
1968,Sara Ahmed,34,Female,Finance,62572,67.0,
1969,Nida Malik,thirty,Male,HR,,75.0,15-02-2021
1970,Ali Khan,,Female,HR,invalid,,15-02-2021
1971,Hina Shah,thirty,Male,IT,,,2020/03/10
1972,Bilal Khan,thirty,Male,Finance,500000,67.0,2020-02-02
1973,Zainab Ali,,Female,IT,105195,,15-02-2021
1974,Faizan Ahmed,,Female,HR,500000,70.0,15-02-2021
1975,Ali Khan,thirty,Female,Operations,,66.0,
1976,Imran Raza,thirty,Male,Finance,500000,70.0,2022-01-15
1977,Imran Raza,thirty,Female,IT,invalid,,15-02-2021
1978,Faizan Ahmed,,Male,Finance,invalid,,15-02-2021
1979,Faizan Ahmed,thirty,Male,Sales,80567,68.0,2022-01-15
1980,Imran Raza,thirty,Female,IT,57619,,2020-02-02
1981,Nasir babar,thirty,Male,Sales,invalid,57.0,
1982,Nida Malik,33,Female,Marketing,invalid,56.0,2022-01-15
1983,Imran Raza,,Female,Marketing,invalid,,2020/03/10
1984,Zainab Ali,thirty,Female,IT,invalid,,
1985,Imran Raza,thirty,Female,HR,,76.0,2020-02-02
1986,Zainab Ali,,Female,Finance,invalid,95.0,2020-02-02
1987,Hina Shah,34,Male,Operations,,,
1988,Nasir Khan,,Male,Marketing,,97.0,2020/03/10
1989,Bilal Khan,thirty,Male,Finance,,62.0,2020-02-02
1990,Ali Khan,,Female,Sales,500000,51.0,2022-01-15
1991,Imran Raza,55,Male,Finance,,79.0,2022-01-15
1992,Imran Raza,41,Female,Finance,500000,90.0,2022-01-15
1993,Nasir Khan,thirty,Female,IT,500000,66.0,2022-01-15
1994,Sara Ahmed,thirty,Male,Finance,100640,,2022-01-15
1995,Nida Malik,thirty,Male,IT,500000,67.0,
1996,Nasir babar,55,Male,HR,500000,78.0,2022-01-15
1997,Nasir babar,thirty,Male,Finance,,,2020/03/10
1998,Ali Khan,,Female,Marketing,invalid,95.0,2022-01-15
1999,Ali Khan,55,Female,Operations,,42.0,2020/03/10
2000,Bilal Khan,35,Female,Operations,107456,39.0,2020-02-02
2001,Zainab Ali,thirty,Female,Operations,invalid,,15-02-2021
2002,Zainab Ali,58,Female,Operations,113665,,
2003,Zainab Ali,,Male,Operations,invalid,,2020/03/10
2004,Nasir Khan,thirty,Female,IT,invalid,,
2005,Ayesha Noor,thirty,Female,IT,,47.0,2020-02-02
2006,Usman Ali,,Male,Sales,500000,62.0,
2007,Imran Raza,24,Male,Finance,500000,,15-02-2021
2008,Ali Khan,29,Female,Operations,,98.0,15-02-2021
2009,Ali Khan,thirty,Male,HR,500000,78.0,2020/03/10
2010,Faizan Ahmed,,Female,Finance,,,2020/03/10
2011,Faizan Ahmed,,Female,HR,500000,,2022-01-15
2012,Bilal Khan,,Male,Operations,104757,,2022-01-15
2013,Zainab Ali,40,Male,Finance,invalid,67.0,15-02-2021
2014,Bilal Khan,thirty,Male,HR,,,2022-01-15
2015,Nida Malik,,Male,IT,500000,59.0,
2016,Imran Raza,,Female,Finance,,,15-02-2021
2017,Nasir babar,25,Female,Sales,95130,74.0,2020/03/10
2018,Nasir Khan,thirty,Male,HR,500000,64.0,2022-01-15
2019,Usman Ali,59,Female,IT,invalid,69.0,15-02-2021
2020,Zainab Ali,,Female,IT,invalid,,
2021,Imran Raza,thirty,Female,Finance,114932,65.0,2022-01-15
2022,Nasir Khan,thirty,Male,HR,invalid,,2020-02-02
2023,Nida Malik,,Male,IT,invalid,68.0,15-02-2021
2024,Sara Ahmed,thirty,Male,IT,500000,72.0,15-02-2021
2025,Imran Raza,,Male,HR,invalid,95.0,2020-02-02
2026,Nida Malik,,Female,Marketing,129719,,2020-02-02
2027,Ali Khan,48,Female,Operations,invalid,,2020/03/10
2028,Nasir Khan,thirty,Male,HR,invalid,,2020/03/10
2029,Faizan Ahmed,thirty,Male,Marketing,,,2020-02-02
2030,Nasir babar,50,Male,Finance,,96.0,2022-01-15
2031,Sara Ahmed,53,Male,HR,36913,,2022-01-15
2032,Nida Malik,thirty,Female,Operations,invalid,,15-02-2021
2033,Ali Khan,52,Male,HR,,,2020-02-02
2034,Ali Khan,,Male,IT,500000,62.0,
2035,Nasir babar,thirty,Female,IT,NoneUSD,,
2036,Nasir babar,thirty,Male,Operations,500000,,2022-01-15
2037,Ali Khan,,Female,Operations,79404,98.0,15-02-2021
2038,Bilal Khan,40,Female,Sales,30013,,2020/03/10
2039,Hina Shah,,Male,Marketing,,98.0,2022-01-15
2040,Faizan Ahmed,,Male,IT,,65.0,2020-02-02
2041,Ali Khan,57,Female,Marketing,invalid,,15-02-2021
2042,Sara Ahmed,thirty,Female,Finance,invalid,37.0,2020-02-02
2043,Nasir Khan,37,Female,Sales,500000,44.0,
2044,Ali Khan,,Male,Finance,invalid,98.0,2020/03/10
2045,Usman Ali,40,Female,Finance,invalid,,15-02-2021
2046,Bilal Khan,,Female,Finance,500000,,2020-02-02
2047,Nida Malik,thirty,Male,Marketing,,59.0,2020/03/10
2048,Zainab Ali,46,Male,HR,,,2020-02-02
2049,Sara Ahmed,54,Male,IT,500000,,2022-01-15
2050,Ayesha Noor,thirty,Male,HR,63772,35.0,15-02-2021
2051,Faizan Ahmed,42,Male,IT,500000,86.0,2022-01-15
2052,Hina Shah,29,Male,Marketing,102970,79.0,2020-02-02
2053,Zainab Ali,thirty,Male,Finance,invalid,,
2054,Zainab Ali,thirty,Male,Finance,,38.0,2022-01-15
2055,Hina Shah,,Male,IT,invalid,61.0,
2056,Nasir Khan,thirty,Male,HR,invalid,37.0,
2057,Nasir babar,21,Female,Sales,invalid,95.0,2020-02-02
2058,Nasir Khan,52,Female,Operations,,,
2059,Nasir babar,23,Female,Sales,85728,86.0,
2060,Faizan Ahmed,thirty,Male,Finance,123208,36.0,2022-01-15
2061,Faizan Ahmed,29,Female,Operations,500000,,2020/03/10
2062,Zainab Ali,,Male,Finance,invalid,,2022-01-15
2063,Faizan Ahmed,thirty,Female,IT,124304,,2022-01-15
2064,Usman Ali,thirty,Female,Marketing,500000,76.0,2020-02-02
2065,Faizan Ahmed,,Male,Operations,invalid,47.0,2020-02-02
2066,Nida Malik,38,Male,Finance,500000,57.0,
2067,Ayesha Noor,,Female,Sales,invalid,75.0,2020-02-02
2068,Faizan Ahmed,thirty,Female,Operations,500000,,
2069,Nasir babar,,Female,HR,31322,,2020-02-02
2070,Imran Raza,thirty,Male,Sales,invalid,,2020/03/10
2071,Ali Khan,,Female,Operations,invalid,90.0,
2072,Ayesha Noor,29,Female,HR,500000,,2022-01-15
2073,Ayesha Noor,thirty,Female,Marketing,98083,99.0,2020/03/10
2074,Ayesha Noor,thirty,Female,Sales,invalid,,
2075,Ayesha Noor,25,Female,IT,500000,54.0,2022-01-15
2076,Ali Khan,thirty,Female,Sales,,,2020-02-02
2077,Zainab Ali,,Male,Finance,500000,45.0,2020-02-02
2078,Hina Shah,thirty,Female,Marketing,,89.0,
2079,Hina Shah,thirty,Male,Operations,invalid,55.0,15-02-2021
2080,Nasir Khan,37,Male,Sales,,,15-02-2021
2081,Nida Malik,thirty,Male,HR,73270,,2022-01-15
2082,Hina Shah,thirty,Male,IT,,,2020-02-02
2083,Usman Ali,,Male,HR,invalid,76.0,2020/03/10
2084,Nida Malik,,Female,Operations,147653,,15-02-2021
2085,Ali Khan,,Male,HR,,,2020/03/10
2086,Faizan Ahmed,thirty,Male,HR,500000,94.0,15-02-2021
2087,Sara Ahmed,thirty,Female,Sales,invalid,89.0,2020-02-02
2088,Nida Malik,,Female,Operations,43701,,2020-02-02
2089,Ayesha Noor,thirty,Male,HR,invalid,,2020-02-02
2090,Usman Ali,thirty,Female,Marketing,500000,,2020/03/10
2091,Imran Raza,thirty,Male,Sales,invalid,,2022-01-15
2092,Ali Khan,thirty,Male,Marketing,invalid,83.0,2022-01-15
2093,Usman Ali,45,Male,Finance,500000,82.0,2022-01-15
2094,Nasir babar,thirty,Female,Marketing,500000,71.0,15-02-2021
2095,Nasir babar,thirty,Female,Finance,,68.0,2022-01-15
2096,Nasir Khan,thirty,Female,Sales,invalid,57.0,15-02-2021
2097,Nida Malik,,Male,IT,,,2020-02-02
2098,Ali Khan,thirty,Female,HR,45975,,2020/03/10
2099,Ayesha Noor,thirty,Female,Marketing,invalid,,
2100,Bilal Khan,thirty,Male,Marketing,500000,,
2101,Sara Ahmed,,Male,IT,invalid,,2020/03/10
2102,Hina Shah,51,Female,Operations,51407,,
2103,Hina Shah,thirty,Male,Operations,111748,85.0,15-02-2021
2104,Hina Shah,32,Female,Finance,500000,99.0,15-02-2021
2105,Bilal Khan,41,Female,HR,,,2020/03/10
2106,Hina Shah,30,Male,HR,47688,,2020-02-02
2107,Zainab Ali,thirty,Female,Finance,500000,,2020-02-02
2108,Ali Khan,thirty,Male,Sales,500000,41.0,2020/03/10
2109,Bilal Khan,33,Female,IT,500000,88.0,2022-01-15
2110,Imran Raza,34,Female,Operations,invalid,68.0,2022-01-15
2111,Ayesha Noor,thirty,Female,Finance,,40.0,2020-02-02
2112,Nasir Khan,thirty,Male,Marketing,invalid,,
2113,Imran Raza,thirty,Male,IT,500000,,2020/03/10
2114,Zainab Ali,,Male,HR,invalid,,15-02-2021
2115,Bilal Khan,thirty,Female,Operations,,,15-02-2021
2116,Ayesha Noor,43,Female,Finance,invalid,40.0,
2117,Bilal Khan,20,Female,Finance,500000,90.0,2020-02-02
2118,Nasir Khan,39,Male,IT,500000,,2020/03/10
2119,Nasir Khan,,Male,Operations,invalid,,2020-02-02
2120,Bilal Khan,thirty,Male,Finance,500000,39.0,2020-02-02
2121,Sara Ahmed,,Male,Sales,500000,,2020-02-02
2122,Nasir babar,28,Female,Operations,,98.0,2022-01-15
2123,Bilal Khan,thirty,Male,Sales,invalid,91.0,
2124,Hina Shah,26,Male,Marketing,invalid,37.0,15-02-2021
2125,Usman Ali,,Male,HR,,,2020/03/10
2126,Faizan Ahmed,,Female,Operations,500000,,2022-01-15
2127,Hina Shah,thirty,Male,Finance,500000,,
2128,Nida Malik,thirty,Female,Finance,93116,,
2129,Zainab Ali,25,Male,Operations,500000,82.0,2020/03/10
2130,Nida Malik,,Male,IT,500000,63.0,2020-02-02
2131,Usman Ali,,Female,HR,invalid,89.0,2020/03/10
2132,Usman Ali,,Female,IT,109732,,15-02-2021
2133,Usman Ali,thirty,Female,Finance,,39.0,2020/03/10
2134,Sara Ahmed,thirty,Female,Sales,,55.0,2022-01-15
2135,Hina Shah,thirty,Male,Operations,500000,86.0,
2136,Nasir Khan,,Male,HR,132095,50.0,
2137,Hina Shah,,Male,Operations,500000,89.0,2022-01-15
2138,Faizan Ahmed,60,Female,Finance,,,2020-02-02
2139,Bilal Khan,25,Female,Marketing,500000,64.0,2020-02-02
2140,Bilal Khan,23,Male,Sales,invalid,,2020/03/10
2141,Ali Khan,28,Female,Operations,invalid,38.0,15-02-2021
2142,Zainab Ali,thirty,Male,Marketing,142559,83.0,15-02-2021
2143,Hina Shah,thirty,Male,Operations,,,15-02-2021
2144,Sara Ahmed,thirty,Male,HR,,,2020/03/10
2145,Usman Ali,,Male,HR,94829,,
2146,Ayesha Noor,38,Male,HR,invalid,86.0,15-02-2021
2147,Ali Khan,,Male,Operations,NoneUSD,,15-02-2021
2148,Nida Malik,53,Male,Operations,500000,,2020-02-02
2149,Ali Khan,39,Male,Marketing,invalid,78.0,2022-01-15
2150,Sara Ahmed,thirty,Female,HR,invalid,,2020-02-02
2151,Imran Raza,,Male,Marketing,500000,,2020/03/10
2152,Nasir Khan,,Male,Sales,500000,,2020/03/10
2153,Nida Malik,thirty,Male,Finance,invalid,49.0,2020-02-02
2154,Nasir Khan,51,Female,HR,500000,60.0,2020-02-02
2155,Nida Malik,thirty,Female,IT,131955,99.0,2022-01-15
2156,Nida Malik,,Female,Marketing,invalid,49.0,2022-01-15
2157,Sara Ahmed,thirty,Male,Operations,,,15-02-2021
2158,Bilal Khan,,Female,Finance,500000,,2022-01-15
2159,Zainab Ali,,Female,HR,111903,37.0,2022-01-15
2160,Ayesha Noor,thirty,Male,IT,invalid,,2020-02-02
2161,Zainab Ali,thirty,Male,Finance,72664,99.0,2022-01-15
2162,Imran Raza,thirty,Female,Finance,108428,,2022-01-15
2163,Imran Raza,thirty,Female,Sales,,,2022-01-15
2164,Zainab Ali,,Female,Operations,500000,44.0,
2165,Zainab Ali,,Female,Finance,,97.0,2020/03/10
2166,Usman Ali,46,Male,Operations,,,2022-01-15
2167,Usman Ali,,Male,Sales,133119,,2020/03/10
2168,Ayesha Noor,,Female,Finance,,94.0,2022-01-15
2169,Ali Khan,thirty,Male,Finance,invalid,69.0,2020/03/10
2170,Ali Khan,thirty,Female,Sales,invalid,90.0,
2171,Zainab Ali,,Female,Marketing,invalid,,2020/03/10
2172,Bilal Khan,thirty,Female,Sales,invalid,,15-02-2021
2173,Nasir babar,,Male,IT,,,2022-01-15
2174,Sara Ahmed,56,Male,Finance,500000USD,,
2175,Ali Khan,thirty,Male,Operations,50746,,2022-01-15
2176,Ali Khan,,Female,Sales,invalid,,2020-02-02
2177,Faizan Ahmed,,Male,Sales,60179,,2020-02-02
2178,Zainab Ali,38,Female,Finance,,43.0,15-02-2021
2179,Nasir Khan,25,Female,Finance,,93.0,
2180,Usman Ali,44,Female,Marketing,,35.0,15-02-2021
2181,Ayesha Noor,thirty,Female,IT,135607,89.0,2020-02-02
2182,Faizan Ahmed,26,Male,IT,,,2022-01-15
2183,Bilal Khan,,Female,IT,58139,,2020-02-02
2184,Ayesha Noor,,Female,Operations,,,
2185,Hina Shah,thirty,Female,Operations,500000,50.0,2020/03/10
2186,Nida Malik,thirty,Male,Marketing,500000,55.0,2022-01-15
2187,Sara Ahmed,,Female,Marketing,117126,95.0,
2188,Zainab Ali,,Male,Sales,,98.0,2020/03/10
2189,Ali Khan,,Female,Finance,,,2020-02-02
2190,Zainab Ali,54,Female,Operations,500000,,2022-01-15
2191,Ayesha Noor,,Male,IT,invalid,,
2192,Sara Ahmed,56,Female,HR,invalidUSD,,2020-02-02
2193,Nasir babar,23,Male,Sales,500000,88.0,2020-02-02
2194,Nida Malik,,Female,Operations,,,2020-02-02
2195,Nida Malik,thirty,Female,Marketing,,67.0,2020-02-02
2196,Nasir babar,26,Male,Sales,,84.0,
2197,Nasir Khan,,Female,Sales,invalidUSD,,2022-01-15
2198,Zainab Ali,22,Female,Sales,invalid,82.0,2020/03/10
2199,Hina Shah,57,Female,IT,36855,73.0,15-02-2021
2200,Nasir babar,,Female,Finance,500000,86.0,2020-02-02
2201,Sara Ahmed,26,Male,Operations,invalid,94.0,2020-02-02
2202,Faizan Ahmed,thirty,Male,Operations,invalid,81.0,15-02-2021
2203,Ali Khan,31,Male,Finance,,,2022-01-15
2204,Nasir babar,40,Male,IT,invalid,68.0,15-02-2021
2205,Faizan Ahmed,thirty,Female,Finance,,,15-02-2021
2206,Nasir babar,thirty,Female,IT,,70.0,2020-02-02
2207,Nasir Khan,thirty,Male,Marketing,131355,41.0,2022-01-15
2208,Ali Khan,thirty,Female,Operations,,69.0,2020-02-02
2209,Sara Ahmed,24,Female,Sales,33099,,2022-01-15
2210,Usman Ali,thirty,Male,Operations,139959,98.0,2020/03/10
2211,Nasir babar,36,Male,Finance,122956,,2020/03/10
2212,Hina Shah,,Male,Marketing,76487,67.0,15-02-2021
2213,Bilal Khan,,Male,Operations,500000,66.0,
2214,Nida Malik,thirty,Female,HR,invalid,93.0,15-02-2021
2215,Nida Malik,thirty,Male,IT,invalid,57.0,2020-02-02
2216,Usman Ali,,Male,Operations,,52.0,2020/03/10
2217,Bilal Khan,,Female,Sales,invalid,76.0,15-02-2021
2218,Ali Khan,24,Male,Sales,invalid,36.0,
2219,Sara Ahmed,42,Male,Operations,invalid,36.0,
2220,Ayesha Noor,23,Female,IT,invalid,,2022-01-15
2221,Sara Ahmed,28,Male,HR,,,2022-01-15
2222,Zainab Ali,38,Male,HR,,61.0,2020/03/10
2223,Ayesha Noor,thirty,Male,HR,invalid,,
2224,Ayesha Noor,21,Female,Operations,invalidUSD,,2022-01-15
2225,Faizan Ahmed,,Male,Marketing,,74.0,15-02-2021
2226,Nida Malik,thirty,Female,Sales,,86.0,15-02-2021
2227,Ali Khan,,Male,Finance,invalid,50.0,2020-02-02
2228,Imran Raza,42,Male,HR,500000,87.0,2022-01-15
2229,Zainab Ali,,Male,HR,invalid,53.0,2020/03/10
2230,Hina Shah,35,Female,HR,,53.0,15-02-2021
2231,Sara Ahmed,41,Female,Finance,invalid,,2022-01-15
2232,Hina Shah,23,Male,IT,34418,99.0,2020/03/10
2233,Nasir babar,,Male,Finance,invalid,56.0,2022-01-15
2234,Zainab Ali,,Female,IT,500000,,
2235,Bilal Khan,thirty,Male,Marketing,39775,48.0,2022-01-15
2236,Usman Ali,thirty,Female,HR,invalid,41.0,15-02-2021
2237,Hina Shah,58,Male,Marketing,,80.0,2020/03/10
2238,Imran Raza,thirty,Male,Sales,86225,35.0,15-02-2021
2239,Zainab Ali,thirty,Female,HR,,,2020/03/10
2240,Faizan Ahmed,thirty,Female,Sales,,57.0,2020-02-02
2241,Zainab Ali,,Female,Marketing,invalid,40.0,2020-02-02
2242,Nasir Khan,53,Male,Finance,500000,60.0,2022-01-15
2243,Hina Shah,thirty,Female,Finance,invalid,,2020/03/10
2244,Nasir babar,,Female,Finance,500000,,
2245,Zainab Ali,thirty,Male,HR,invalid,58.0,2022-01-15
2246,Usman Ali,thirty,Male,HR,148176,92.0,2022-01-15
2247,Nasir babar,,Male,IT,500000,,2022-01-15
2248,Bilal Khan,45,Male,HR,48661,79.0,
2249,Nida Malik,,Male,IT,,,2020-02-02
2250,Nasir Khan,29,Male,Finance,149457,48.0,2022-01-15
2251,Nasir babar,59,Male,Finance,invalid,74.0,2022-01-15
2252,Imran Raza,,Female,IT,invalid,,2020-02-02
2253,Nasir babar,25,Male,Marketing,500000,59.0,2022-01-15
2254,Bilal Khan,21,Female,Operations,,,
2255,Usman Ali,37,Female,Sales,,,
2256,Bilal Khan,,Female,Operations,invalid,35.0,2022-01-15
2257,Nasir babar,52,Male,Marketing,invalid,,2022-01-15
2258,Nasir babar,,Male,HR,87986,76.0,2020/03/10
2259,Faizan Ahmed,,Male,Sales,122332,59.0,2020-02-02
2260,Hina Shah,thirty,Female,HR,,50.0,2020/03/10
2261,Usman Ali,thirty,Male,IT,132758,79.0,
2262,Ali Khan,34,Male,HR,144779,83.0,15-02-2021
2263,Ali Khan,thirty,Male,Finance,,52.0,2022-01-15
2264,Imran Raza,thirty,Male,Marketing,,93.0,
2265,Nasir babar,51,Female,Finance,500000,75.0,2020/03/10
2266,Imran Raza,,Male,Operations,95851,55.0,2020/03/10
2267,Imran Raza,,Female,Sales,63054,45.0,2020/03/10
2268,Bilal Khan,thirty,Female,Sales,125261,,2020-02-02
2269,Nasir babar,,Male,HR,75224,,2020-02-02
2270,Faizan Ahmed,thirty,Male,Marketing,53298,83.0,2020-02-02
2271,Nasir Khan,thirty,Female,Marketing,500000,88.0,2020-02-02
2272,Hina Shah,,Female,IT,invalid,,2020/03/10
2273,Nasir Khan,thirty,Male,Sales,146863,81.0,15-02-2021
2274,Nida Malik,,Male,IT,invalid,,2022-01-15
2275,Hina Shah,,Male,Finance,500000,,15-02-2021
2276,Ayesha Noor,32,Male,Operations,83154,,2020/03/10
2277,Nida Malik,,Male,IT,500000,,
2278,Faizan Ahmed,,Male,HR,invalid,,2020-02-02
2279,Usman Ali,,Female,Sales,500000,,2020/03/10
2280,Nasir babar,38,Male,Operations,500000,35.0,2020-02-02
2281,Hina Shah,,Female,IT,invalid,70.0,15-02-2021
2282,Faizan Ahmed,60,Male,IT,126099,,
2283,Nida Malik,33,Female,Finance,,73.0,2022-01-15
2284,Zainab Ali,thirty,Male,Marketing,147935,78.0,2022-01-15
2285,Hina Shah,,Male,Operations,,,2022-01-15
2286,Ayesha Noor,,Male,Finance,,84.0,2022-01-15
2287,Faizan Ahmed,,Female,Operations,invalid,,2020-02-02
2288,Ali Khan,36,Male,HR,106433,,2020-02-02
2289,Usman Ali,thirty,Male,Sales,500000,52.0,2020/03/10
2290,Ali Khan,,Female,Sales,invalid,62.0,2020-02-02
2291,Faizan Ahmed,36,Female,Finance,,,2020-02-02
2292,Ayesha Noor,56,Male,Marketing,,,15-02-2021
2293,Sara Ahmed,,Male,HR,500000,43.0,2020-02-02
2294,Hina Shah,thirty,Female,Finance,48226,38.0,2020/03/10
2295,Ali Khan,thirty,Male,Finance,,80.0,2022-01-15
2296,Hina Shah,,Male,Marketing,,,15-02-2021
2297,Nasir Khan,,Male,Finance,500000,,2020/03/10
2298,Sara Ahmed,33,Female,IT,127518,,2020/03/10
2299,Sara Ahmed,39,Female,Sales,500000,,
2300,Ali Khan,49,Male,IT,,47.0,15-02-2021
2301,Ayesha Noor,thirty,Female,Finance,,82.0,2020-02-02
2302,Hina Shah,thirty,Male,Finance,37834,86.0,2020/03/10
2303,Bilal Khan,59,Female,Sales,30267,35.0,15-02-2021
2304,Usman Ali,52,Male,HR,invalid,75.0,2020/03/10
2305,Hina Shah,thirty,Male,HR,,38.0,2020/03/10
2306,Ayesha Noor,,Female,Marketing,invalid,46.0,2022-01-15
2307,Hina Shah,,Female,Marketing,,66.0,
2308,Usman Ali,,Male,HR,500000,96.0,
2309,Ayesha Noor,,Male,Finance,invalid,94.0,2020-02-02
2310,Nasir Khan,thirty,Male,IT,invalidUSD,36.0,
2311,Nasir Khan,,Female,Marketing,500000,81.0,2020/03/10
2312,Imran Raza,30,Male,HR,500000,76.0,
2313,Usman Ali,28,Male,HR,,78.0,2022-01-15
2314,Nasir babar,thirty,Female,HR,invalid,62.0,2020-02-02
2315,Ali Khan,,Male,HR,,,2020-02-02
2316,Usman Ali,47,Male,HR,invalid,84.0,15-02-2021
2317,Faizan Ahmed,thirty,Female,Sales,,80.0,
2318,Nasir Khan,thirty,Male,Finance,99595,,15-02-2021
2319,Ayesha Noor,thirty,Male,Marketing,,37.0,2022-01-15
2320,Ayesha Noor,42,Female,Marketing,,,2020/03/10
2321,Bilal Khan,thirty,Male,Sales,53784,74.0,15-02-2021
2322,Imran Raza,,Female,Finance,500000,75.0,15-02-2021
2323,Sara Ahmed,,Male,Marketing,invalid,35.0,2022-01-15
